Chunks,HasProperNames,Author
"s might blow up men?

PAROLLES.
Virginity being blown down, man will quicklier be blown up; marry, in
blowing him down again, with the breach yourselves made, you lose your
city. It is not politic in the commonwealth of nature to preserve
virginity. Loss of virginity is rational increase, and there was never
virgin got till virginity was first lost. That you were made of is
metal to make virgins. Virginity, by being once lost, may be ten times
found; by being ever kept, it is ever lost. ’Tis too",T,William Shakespeare
"the other hill
Command the rest to stand. God and our right!

[_Exeunt severally._]

Here, after excursions, enter a Herald of France with Trumpets, to the
gates.

FRENCH HERALD.
You men of Angiers, open wide your gates,
And let young Arthur, Duke of Brittany, in,
Who by the hand of France this day hath made
Much work for tears in many an English mother,
Whose sons lie scatter’d on the bleeding ground.
Many a widow’s husband grovelling lies,
Coldly embracing the discolour’d earth;
And victory, w",T,William Shakespeare
"rincess
With the sweet silent hours of marriage joys,
And when this arm of mine hath chastised
The petty rebel, dull-brained Buckingham,
Bound with triumphant garlands will I come
And lead thy daughter to a conqueror’s bed;
To whom I will retail my conquest won,
And she shall be sole victoress, Caesar’s Caesar.

QUEEN ELIZABETH.
What were I best to say? Her father’s brother
Would be her lord? Or shall I say her uncle?
Or he that slew her brothers and her uncles?
Under what title shall I woo for ",T,William Shakespeare
" the sailors,
Galling his kingly hands, haling ropes;
And clasping to the mast, endured a sea
That almost burst the deck.

LEONINE.
When was this?

MARINA.
When I was born:
Never was waves nor wind more violent;
And from the ladder tackle washes off
A canvas-climber. ‘Ha!’ says one, ‘wolt out?’
And with a dropping industry they skip
From stem to stern: the boatswain whistles, and
The master calls and trebles their confusion.

LEONINE.
Come, say your prayers.

MARINA.
What mean you?

LEONINE.
If ",F,William Shakespeare
"r you aught of her in yours?

MESSALA.
No, my lord.

BRUTUS.
Now as you are a Roman, tell me true.

MESSALA.
Then like a Roman bear the truth I tell,
For certain she is dead, and by strange manner.

BRUTUS.
Why, farewell, Portia. We must die, Messala.
With meditating that she must die once,
I have the patience to endure it now.

MESSALA.
Even so great men great losses should endure.

CASSIUS.
I have as much of this in art as you,
But yet my nature could not bear it so.

BRUTUS.
Well, to our work",T,William Shakespeare
"ngy April at thy hest betrims,
To make cold nymphs chaste crowns; and thy broom groves,
Whose shadow the dismissed bachelor loves,
Being lass-lorn; thy pole-clipt vineyard;
And thy sea-marge, sterile and rocky-hard,
Where thou thyself dost air: the Queen o’ th’ sky,
Whose wat’ry arch and messenger am I,
Bids thee leave these; and with her sovereign grace,
Here on this grass-plot, in this very place,
To come and sport; her peacocks fly amain:
Approach, rich Ceres, her to entertain.

 Enter Ceres.",T,William Shakespeare
"ill prove that two on’s are as good
As I have given out him. My sons, I must
For mine own part unfold a dangerous speech,
Though haply well for you.

ARVIRAGUS.
Your danger’s ours.

GUIDERIUS.
And our good his.

BELARIUS.
Have at it then by leave!
Thou hadst, great King, a subject who
Was call’d Belarius.

CYMBELINE.
What of him? He is
A banish’d traitor.

BELARIUS.
He it is that hath
Assum’d this age; indeed a banish’d man;
I know not how a traitor.

CYMBELINE.
Take him hence,
The whole world s",T,William Shakespeare
"._
O Tamora, was ever heard the like?
This is the pit, and this the elder-tree.
Look, sirs, if you can find the huntsman out
That should have murdered Bassianus here.

AARON.
My gracious lord, here is the bag of gold.

[_Showing it._]

SATURNINUS.
[_To Titus_.] Two of thy whelps, fell curs of bloody kind,
Have here bereft my brother of his life.
Sirs, drag them from the pit unto the prison.
There let them bide until we have devised
Some never-heard-of torturing pain for them.

TAMORA.
What, are ",T,William Shakespeare
"ment of the
victory will I bear. [_putting on Sir Humphrey’s brigandine_] And the
bodies shall be dragged at my horse heels till I do come to London,
where we will have the Mayor’s sword borne before us.

DICK.
If we mean to thrive and do good, break open the gaols and let out the
prisoners.

CADE.
Fear not that, I warrant thee. Come, let’s march towards London.

[_Exeunt._]

SCENE IV. London. The Palace

Enter the King with a supplication, and the Queen with Suffolk’s head,
the Duke of Buckingh",T,William Shakespeare
"imy nature,
Forward, not permanent, sweet, not lasting;
The perfume and suppliance of a minute;
No more.

OPHELIA.
No more but so?

LAERTES.
Think it no more.
For nature crescent does not grow alone
In thews and bulk; but as this temple waxes,
The inward service of the mind and soul
Grows wide withal. Perhaps he loves you now,
And now no soil nor cautel doth besmirch
The virtue of his will; but you must fear,
His greatness weigh’d, his will is not his own;
For he himself is subject to his birth:",T,William Shakespeare
"London. A Room in the Tower

Enter Clarence and Keeper.

KEEPER.
Why looks your Grace so heavily today?

CLARENCE.
O, I have passed a miserable night,
So full of fearful dreams, of ugly sights,
That, as I am a Christian faithful man,
I would not spend another such a night
Though ’twere to buy a world of happy days,
So full of dismal terror was the time!

KEEPER.
What was your dream, my lord? I pray you tell me.

CLARENCE.
Methoughts that I had broken from the Tower,
And was embarked to cross to ",F,William Shakespeare
"main in’s court. I am for the house with
the narrow gate, which I take to be too little for pomp to enter: some
that humble themselves may, but the many will be too chill and tender,
and they’ll be for the flow’ry way that leads to the broad gate and the
great fire.

LAFEW.
Go thy ways, I begin to be a-weary of thee; and I tell thee so before,
because I would not fall out with thee. Go thy ways; let my horses be
well look’d to, without any tricks.

CLOWN.
If I put any tricks upon ’em, sir, they ",F,William Shakespeare
"l’d?

HAMLET.
Why, even in that was heaven ordinant.
I had my father’s signet in my purse,
Which was the model of that Danish seal:
Folded the writ up in the form of the other,
Subscrib’d it: gave’t th’impression; plac’d it safely,
The changeling never known. Now, the next day
Was our sea-fight, and what to this was sequent
Thou know’st already.

HORATIO.
So Guildenstern and Rosencrantz go to’t.

HAMLET.
Why, man, they did make love to this employment.
They are not near my conscience; their defe",T,William Shakespeare
".
Upon their lives. But with their banishments.

THESEUS.
You are a right woman, sister: you have pity,
But want the understanding where to use it.
If you desire their lives, invent a way
Safer than banishment. Can these two live,
And have the agony of love about ’em,
And not kill one another? Every day
They’d fight about you, hourly bring your honour
In public question with their swords. Be wise, then,
And here forget ’em; it concerns your credit
And my oath equally. I have said they die.
Bette",T,William Shakespeare
"ELIA.
As good cause as one would desire; therefore weep.

ROSALIND.
His very hair is of the dissembling colour.

CELIA.
Something browner than Judas’s. Marry, his kisses are Judas’s own
children.

ROSALIND.
I’ faith, his hair is of a good colour.

CELIA.
An excellent colour. Your chestnut was ever the only colour.

ROSALIND.
And his kissing is as full of sanctity as the touch of holy bread.

CELIA.
He hath bought a pair of cast lips of Diana. A nun of winter’s
sisterhood kisses not more religiou",T,William Shakespeare
"ou can fool no more money out of me at this throw. If you will let
your lady know I am here to speak with her, and bring her along with
you, it may awake my bounty further.

CLOWN.
Marry, sir, lullaby to your bounty till I come again. I go, sir, but I
would not have you to think that my desire of having is the sin of
covetousness: but as you say, sir, let your bounty take a nap, I will
awake it anon.

 [_Exit Clown._]

 Enter Antonio and Officers.

VIOLA.
Here comes the man, sir, that did rescue",T,William Shakespeare
"ound’st in all,
And usest none in that true use indeed
Which should bedeck thy shape, thy love, thy wit.
Thy noble shape is but a form of wax,
Digressing from the valour of a man;
Thy dear love sworn but hollow perjury,
Killing that love which thou hast vow’d to cherish;
Thy wit, that ornament to shape and love,
Misshapen in the conduct of them both,
Like powder in a skilless soldier’s flask,
Is set afire by thine own ignorance,
And thou dismember’d with thine own defence.
What, rouse thee, man.",T,William Shakespeare
"rom thy side,
And wolves are gnarling who shall gnaw thee first.
Ah, that my fear were false; ah, that it were!
For, good King Henry, thy decay I fear.

[_Exit Gloucester, guarded._]

KING HENRY.
My lords, what to your wisdoms seemeth best
Do, or undo, as if ourself were here.

QUEEN MARGARET.
What, will your highness leave the parliament?

KING HENRY.
Ay, Margaret; my heart is drowned with grief,
Whose flood begins to flow within mine eyes,
My body round engirt with misery;
For what’s more mise",T,William Shakespeare
"ments, these are humours; these betray nice
wenches that would be betrayed without these; and make them men of
note—do you note me?—that most are affected to these.

ARMADO.
How hast thou purchased this experience?

MOTH.
By my penny of observation.

ARMADO.
But O—but O—

MOTH.
“The hobby-horse is forgot.”

ARMADO.
Call’st thou my love “hobby-horse”?

MOTH.
No, master. The hobby-horse is but a colt, and your love perhaps a
hackney. But have you forgot your love?

ARMADO.
Almost I had.

MOTH.
Neg",F,William Shakespeare
"ome to you; or, if you will,
Come home to me, and I will wait for you.

CASSIUS.
I will do so: till then, think of the world.

[_Exit Brutus._]

Well, Brutus, thou art noble; yet I see,
Thy honourable metal may be wrought
From that it is dispos’d: therefore ’tis meet
That noble minds keep ever with their likes;
For who so firm that cannot be seduc’d?
Caesar doth bear me hard, but he loves Brutus.
If I were Brutus now, and he were Cassius,
He should not humour me. I will this night,
In several ha",T,William Shakespeare
"y pomp shall be my hell.
Sometimes I’ll say, I am Duke Humphrey’s wife,
And he a prince and ruler of the land;
Yet so he ruled and such a prince he was
As he stood by whilst I, his forlorn duchess,
Was made a wonder and a pointing-stock
To every idle rascal follower.
But be thou mild and blush not at my shame,
Nor stir at nothing till the axe of death
Hang over thee, as, sure, it shortly will.
For Suffolk, he that can do all in all
With her that hateth thee and hates us all,
And York and impious",T,William Shakespeare
"very valiant rebel of the name.
I am the Prince of Wales; and think not, Percy,
To share with me in glory any more.
Two stars keep not their motion in one sphere,
Nor can one England brook a double reign,
Of Harry Percy and the Prince of Wales.

HOTSPUR.
Nor shall it, Harry, for the hour is come
To end the one of us, and would to God
Thy name in arms were now as great as mine!

PRINCE.
I’ll make it greater ere I part from thee,
And all the budding honours on thy crest
I’ll crop to make a garland",T,William Shakespeare
